BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;V;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;— Señor, esto quiero yo porque los omes han costunbre de escarneçer de las mugeres quando han conplido sus voluntades, por que, si vos quisierdes burlar de mí después que agora conplierdes vuestra  voluntad, que pueda dezir yo cómo cabalgé en vos ante como en caballo.;si;no;si;infinitivo;animado;;
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;V;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;— ¡O desaventurado yo, que, pues Troya con tantos nobles, que fue destroída por la traizión que yo fize, está aquí figurada, non pueda ser que brebemente o tarde non sea sabido e yo seré escarneçido por sienpre!;transitivo;;;;;;
1471-1476 [finales del s. XV] GARCÍA DE SALAZAR, LOPE, Istoria de las bienandanzas e fortunas [España] [Ana María Marín Sánchez, Madrid, Corde, 2000] Historia;GARCÍA DE SALAZAR, LOPE;V;Istoria de las bienandanzas e fortunas;1471-1476[finales del s. XV] ;Historia;España;tierra. E dirán que tú posiste fin a esta guerra, la qual es oy muy nonbrada e famada, e aún más son los daños e pérdidas que los romanos han avido que yo ni los míos. Mas de una cosa —dixo Aníbal— me marabillo mucho: que ansí las fadas e la fortuna ayan escarneçido mucho, que yo primeramente contra tu padre e contra tu tío, los Çipiones, seyendo cónsules, enbié mis parientes e mis armas, seyendo ellos prínçipes de las huestes de Roma, e desplegué mis vanderas e los maté e vençí e agora que vengo yo por humildad a requerir e demandar a ti, su fijo;si;no;no;perfectivo;;;
c1480 [s. XV (1491)] SAN PEDRO, DIEGO DE, Tractado de amores de Arnalte y Lucenda [España] [Keith Whinnom, Madrid, Castalia, 1985] Novela;SAN PEDRO, DIEGO DE;;Tractado de amores de Arnalte y Lucenda;c1480[s. XV (1491)] ;Novela;España;ventura que tal has podido ver! ¡O muerte que no me atierra, pues que della tengo hanbre, o cuerpo lleno de guerra, * o boca llena de tierra, o ojos llenos de sangre!  ¡O cabellos consagrados, o pies llagados feridos, o miembros descoyuntados, cómo estáis disfigurados, cómo estáis escarnecidos! ¡O hijo, que tanto es llena de dolor esta desculpa, pues para todos es buena, yo rescibiré la pena, pues Eva causó la culpa!   Mas desatar aquel nudo * desta * muerte que improviso vos dio dolor tan agudo, ni la triste madre pudo ni el poder del Padre quiso;no;;;;;;
1482-1492 [s. XVI (1508)] RODRÍGUEZ DE MONTALVO, GARCI, Amadís de Gaula, libros I y II [España] [Juan Manuel Cacho Blecua, Madrid, Cátedra, 1991] Novela;RODRÍGUEZ DE MONTALVO, GARCI;V;Amadís de Gaula, libros I y II;1482-1492[s. XVI (1508)] ;Novela;España;"a ella; mas la donzella andava con engaño, qu'el cavallero era su amigo y fuele dezir cómo llevava a Galaor, que le tomasse las otras armas que llevava. Él se metió en una tienda assí armado como estava y dixo a la donzella que allí gelo levasse, que sin peligro lo podría matar o escarneçer. Pues yendo assí como oís, llegaron a la tienda, y la donzella dixo:";transitivo;;;;;;
a1485 [s. XV (c1485)] SAN PEDRO, DIEGO DE, La pasión trobada [España] [Dorothy Sherman Severin, Nápoles, Instituto Universitario Oriental, 1973] Verso;SAN PEDRO, DIEGO DE;;La pasión trobada;a1485[s. XV (c1485)] ;Verso;España;"Todos del escarneçian syn por que lo denostauan vnos a otros dezian quantos males del podian syn causa lo desamauan; y dizien no oystes vos queste falso engannador sse dizie fijo de dios por eso le dimos nos muerte commo a burrlador.";si;no;si;imperfectivo;animado;;
1486-1499 [s. XV (c1486)] CAMPO, ALONSO DEL, Auto de la Pasión [España] [Carmen Torroja Menéndez/María Rivas Palá, Madrid, Real Academia Española, 1977] Verso;CAMPO, ALONSO DEL;V;Auto de la Pasión;1486-1499[s. XV (c1486)] ;Verso;España;desonrras de gran pesar, ¡O diuina hermosura!,  queste cáliz d'amargura en ti s'a d'esequtar. Serás, Señor, acusado de falsas acusaçiones, açotado y coronado y después cruçificado en medio de dos ladrones.    Primero serás prendido de los que oviste enseñado, de los quales escopido as de ser y escarneçido y cruelmente ofensado de los judaycos varones, sofrirás a sin rrazón mill cuentos de sinrrazones, por que ynfinitas pasiones consiste en tu Pasión.;transitivo;;;;;;
1486-1499 [s. XV (c1486)] CAMPO, ALONSO DEL, Auto de la Pasión [España] [Carmen Torroja Menéndez/María Rivas Palá, Madrid, Real Academia Española, 1977] Verso;CAMPO, ALONSO DEL;V;Auto de la Pasión;1486-1499[s. XV (c1486)] ;Verso;España;semblante saludóuos y dió's paz. ¡Ay dolor!  Soga a la garganta atada commo a ladrón vos echaron, e muy fuerte apretada a las manos vos ataron, y con muchas bofetadas vuestra cara demudaron. ¡Ay dolor!  Ante Anás vos llevaron do mucho mal vos fizieron, e a Cayfás vos presentaron do vos escarnesçieron fasta Pilato non çesaron que vos matasen le pidieron. ¡Ay dolor!    Por vna sola palabra que delante Anás dexistes, vno de la gente armada a quien tanto bien hezistes dióuos vna bofetada que de los ojos non vistes. ¡Ay dolor!   Señor, desque esto fue hecho mayor mal vos ordenaron, * los;transitivo;;;;;;
1495 [s. XV (1495)] ANÓNIMO, Traducción del Lilio de medicina de Gordonio [España] [John Cull, Madison, Hispanic Seminary of Medieval Studies, 1991] Medicina;ANÓNIMO;;Traducción del Lilio de medicina de Gordonio;1495[s. XV (1495)] ;Medicina;España;que morría, e él consideró que non era salvo imaginativa, e rogóles que le ayudassen, e ayudáronlo e escapó. E algunas vezes la razón está dañada e las otras están buenas, assí como cuenta Galieno de uno que estava a la ventana e rogava a los que passavan si querrían vasos de vidrio, e ellos escarnesciendo estendían las manos e él echava los vasos, e assí fizo de un moço. Mira como la imaginación non era corrompida nin la memoria, que bien conoscía a los amigos e los llamava por su proprio nombre, e assí de aquéllos a quien echó los vasos. Mas la razón estava dañada, que ignorava si;si;no;no;gerundio;;;
c1495 [s. XV (1486-1496)] FLORES, JUAN DE, Grimalte y Gradisa [España] [Carmen Parrilla García, Santiago de Compostela, Universidad de Santiago, 1988] Novela;FLORES, JUAN DE;;Grimalte y Gradisa;c1495[s. XV (1486-1496)] ;Novela;España;lo solo rescibo por compañía, y presumo apenas alguna parte aver en el mundo que por buscar se me quede. Y las más provincias  no sólo una veç he buscado, mas tantas que ya su número pierdo. Y muchas Fiometas en cada villa hallé, porque quien se quería fingir ella bien se pasava sus tiempos escarneciéndose de mí. Y como ya, pues, en los poblados no puedo la tal señora hallar, he acordado que segund yo perdido y ella no menos andamos, que pues las selvas y los campos y lugares envegescidos e desiertos son conformes a los muy desesperados coraçones, pienso  que alguna persona desesperada así como yo,;si;si;si;imperfectivo;animado;;
c1495 [s. XV (1486-1496)] FLORES, JUAN DE, Grimalte y Gradisa [España] [Carmen Parrilla García, Santiago de Compostela, Universidad de Santiago, 1988] Novela;FLORES, JUAN DE;;Grimalte y Gradisa;c1495[s. XV (1486-1496)] ;Novela;España;"como las muy luzidas armas a las rústicas personas les pongan por la no usança covardía mayor, no menos a ti que en los muy simples amores te eras deleitado; y los muy buenos, llenos de tanta beldad, como sean a tu indiscreto ánimo enojosos, te ha plazido refusarlos por buscar otros que los sabios escarnecen. Pues vos, señora, salud dellos, ¿qué menester avéis de buscar razones contra la torpeza de aquél? ¿Qué mejor testigo? Que la alta excelencia vuestra abaxa tanto su partido, que su grande disfavor, aun a quien no lo conoce, disfavorece. Siempre acaesçe los  simples con pequeños trabajos alcançar";transitivo;;;;;;
c1495 [Incunable de finales del s. XV (c1497)] VILLOSLADA, BACHILLER, fragmento (c1495 Lucena, Luis de, Repetición de amores)  [España] [Jacob Ornstein, Chapel Hill, University of North Carolina Press, 1954] Novela;VILLOSLADA, BACHILLER(Lucena, Luis de);;Repetición de amores;c1495[Incunable de finales del s. XV (c1497)] (c1495);Novela;España;"entendimiento con aborrescimiento y mal desseo, como le niegan para sí mesmos desconoscer. Segund que dezía Boecio: ""No es hora de nuevo el saber con muchos  peligros de sí ser hallado y tenido en poco."" No trabajaré consolaros, porque tengo conoscido que traherás vuestras copias a la fortaleza de la razón para reyr y escarnescer a los que aprovechará poco su mal desseo. Segund que dezía Persio, proveyendo assí mesmo: ""No ha de turbar al prudente quel pueblo turbado con falsa balanza haga injustos pesos."" Y aun porque de muy cierto he sabido que sana affición y mucho desseo de servir a una señora os ha dado mucha";transitivo;;;;;;reír
a1500 [segunda mitad del s. XV] ANÓNIMO, Sermones navarros [España] [Fernando González Ollé, Kassel, Edition Reichenberger, 1995] Religión;ANÓNIMO;;Sermones navarros;a1500[segunda mitad del s. XV] ;Religión;España;un manto. E tomó él dela parte e el pobre de la otra e sacó la spada e partiólo por medio e dio la meatad al pobre e él cubrióse  la otra meatat. E caualgó en pos de sus companneros. E quando los companneros lo uidieron uenir tan uil mente cubierto con la meatad del manto, scarnecíanlo e demostráuanlo unos a otros con el dedo. Mas Sant Martín bien entendió que dél se ridién e fazién scarnio. E él callaua e non se ensannaua, antes se gozaua, que él bien sabié que la limosna que al pobre auié dado, a Nuestro Sennor la dio, así como Él lo dize:;transitivo;;;;;;
1512 ANÓNIMO, Crónica popular del Cid [España] [Jesús García Toledano, Madison, Hispanic Seminary of Medieval Studies, 1992] Historia;ANÓNIMO;;Crónica popular del Cid;1512;Historia;España;los palacios de Galiana, donde se hauían de ayuntar a las cortes. E entrando el rey por los palacios de Galiana, de pie yuan los infantes de Carrión con él, & otros condes & ricos homes honrrados de los que non amauan al Cid. E quando vieron el escaño, començaron de dezir & de escarneçer, e dixo el conde Suero Gonçález al rey:;si;no;no;infinitivo;;no reflexiva;
a1524 TORRES NAHARRO, BARTOLOMÉ DE, «Comedia Aquilana»(Propaladia) [España] [Madrid, Turner, 1994] Verso;TORRES NAHARRO, BARTOLOMÉ DE;;Comedia Aquilana(Propaladia);a1524;Verso;España;FELICINA Torna acá. ¡Triste de mí! No me hagas rebentar. ¿Qué ha de ser? ¿Me quieres escarnecer porque muera y me dessee?;transitivo;;;;;;
c1525-1547 SÁNCHEZ DE BADAJOZ, DIEGO, Farsa del molinero [España] [Miguel Ángel Pérez Priego, Madrid, Cátedra, 1985] Verso;SÁNCHEZ DE BADAJOZ, DIEGO;;Farsa del molinero;c1525-1547;Verso;España;FRAILE ¿Tú hablas escarneciendo?;si;no;no;gerundio;;;
c1525 VICENTE, GIL, Tragicomedia de don Duardos [España] [Dámaso Alonso, Madrid, CSIC, 1942] Verso;VICENTE, GIL;;Tragicomedia de don Duardos;c1525;Verso;España;Camilote. Bien podéis escarnecer, mas, ¡juro a Dios!, que ni Elena fué tan bella.;si;no;no;infinitivo;;no reflexiva;
a1527 FERNÁNDEZ DE MADRID, ALONSO, Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam [España] [Dámaso Alonso, Madrid, Centro de Estudios Históricos, 1932] Religión;FERNÁNDEZ DE MADRID, ALONSO;;Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam;a1527;Religión;España;cosa era hazer bien. Y como aquel elegante poeta griego cuente por ombre muy sin provecho al que ni tiene consejo de si ni lo quiere tomar de otro, dime: ¿entre qué suerte de gente contaremos a estos que, siendo ellos en la verdad muy torpes y necios, nunca dexan de turbar, escarnecer y perseguir a los que quieren salir de su necedad y comiençan a saber? Mas, al fin, yo te prometo que el escarnecedor será escarnecido, y, como dize el profeta David, el que mora en los cielos hará escarnio dellos, y el mesmo Señor se burlará dellos. E assí;transitivo;;;;;;
a1527 FERNÁNDEZ DE MADRID, ALONSO, Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam [España] [Dámaso Alonso, Madrid, Centro de Estudios Históricos, 1932] Religión;FERNÁNDEZ DE MADRID, ALONSO;;Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam;a1527;Religión;España;de otro, dime: ¿entre qué suerte de gente contaremos a estos que, siendo ellos en la verdad muy torpes y necios, nunca dexan de turbar, escarnecer y perseguir a los que quieren salir de su necedad y comiençan a saber? Mas, al fin, yo te prometo que el escarnecedor será escarnecido, y, como dize el profeta David, el que mora en los cielos hará escarnio dellos, y el mesmo Señor se burlará dellos. E assí también, lees en el libro de la Sabiduría: Verán los necios al bueno y sabio y despreciaránle, mas mucho más los despreciará Dios a ellos;transitivo;;;;;;
a1527 FERNÁNDEZ DE MADRID, ALONSO, Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam [España] [Dámaso Alonso, Madrid, Centro de Estudios Históricos, 1932] Religión;FERNÁNDEZ DE MADRID, ALONSO;;Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam;a1527;Religión;España;que mora en los cielos hará escarnio dellos, y el mesmo Señor se burlará dellos. E assí también, lees en el libro de la Sabiduría: Verán los necios al bueno y sabio y despreciaránle, mas mucho más los despreciará Dios a ellos. Por cierto harta alabança es para el bueno ser escarnecido del malo, y querer parecer en estos escarnios a Christo nuestra cabeça, y padecerlos como sus apóstoles, cosa es muy gloriosa. Mas ser ombre escarnecido de Dios, esto me dezid si es cosa espantable y temerosa. Palabras son de la sabiduría divina: Yo me reyré también quando viere vuestra perdición, y;transitivo;;;;;;burlarse
a1527 FERNÁNDEZ DE MADRID, ALONSO, Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam [España] [Dámaso Alonso, Madrid, Centro de Estudios Históricos, 1932] Religión;FERNÁNDEZ DE MADRID, ALONSO;;Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam;a1527;Religión;España;": Verán los necios al bueno y sabio y despreciaránle, mas mucho más los despreciará Dios a ellos. Por cierto harta alabança es para el bueno ser escarnecido del malo, y querer parecer en estos escarnios a Christo nuestra cabeça, y padecerlos como sus apóstoles, cosa es muy gloriosa. Mas ser ombre escarnecido de Dios, esto me dezid si es cosa espantable y temerosa. Palabras son de la sabiduría divina: Yo me reyré también quando viere vuestra perdición, y  os escarneceré quando la miseria al mejor tiempo os sobreviniere, y entonces bolverán en sí los malos quando ya les aprovechará poco; y viendo a los buenos en gloria,";no;;;;;;
a1527 FERNÁNDEZ DE MADRID, ALONSO, Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam [España] [Dámaso Alonso, Madrid, Centro de Estudios Históricos, 1932] Religión;FERNÁNDEZ DE MADRID, ALONSO;;Traducción del Enquiridión o Manual del caballero cristiano, de Erasmo de Rotterdam;a1527;Religión;España;"el malo, y querer parecer en estos escarnios a Christo nuestra cabeça, y padecerlos como sus apóstoles, cosa es muy gloriosa. Mas ser ombre escarnecido de Dios, esto me dezid si es cosa espantable y temerosa. Palabras son de la sabiduría divina: Yo me reyré también quando viere vuestra perdición, y  os escarneceré quando la miseria al mejor tiempo os sobreviniere, y entonces bolverán en sí los malos quando ya les aprovechará poco; y viendo a los buenos en gloria, dirán: Estos son los que nosotros solíamos despreciar, y los trayamos como cosa de escarnio. ¡Cuytados!, que con nuestro poco seso teníamos su manera de bivir";transitivo;;;;;;
