EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
671;1990 GARCÍA SOUBRIET, SONIA, Bruna [España] [Barcelona, Anagrama, 1990] Novela;GARCÍA SOUBRIET, SONIA;Bruna;1990;Novela;España;caía de golpe en unos estados depresivos tan fuertes como su euforia. Enseguida se hizo amigo mío. A mí me gustaba ese humor agrio e insolente de Nacho, pero me asombraba que la vida, la cual yo consideraba una cosa tan seria, se pudiese enfocar desde un punto de vista cruel e irónico. Nacho se reía sin piedad de todo. Recuerdo la cara diabólica que ponía al hacer sus críticas. Me di cuenta de que, a pesar de mis ideas sobre la vida, ese sentido del humor encajaba perfectamente con el mío.;1990;si;si;si;imperfectivo;animado;;
672;1990 JIMÉNEZ SALAS, JOSÉ A., «El entorno geológico de las obras públicas»(Historia de la geología) [España] [, , ] Geología;JIMÉNEZ SALAS, JOSÉ A.;El entorno geológico de las obras públicas(Historia de la geología);1990;Geología;España;", en el Instituto de Minas de Leningrado, una cátedra con el mismo nombre. Pero Sergeev no podía ignorar, al menos, que Stini, siete años antes, había publicado su ""Technische Geologie"" (Viena, 1922), y regentaba una cátedra con nombre y alcance equivalentes. Sergeev parece desconocer, además, el libro de H. Ries y T. L. Watson, publicado en Nueva York en 1914 y titulado precisamente ""Engineering Geology"" del que se hicieron posteriormente al menos otras dos ediciones.";1990;no;;;;;;
673;1990 LLAMAZARES, JULIO, El río del olvido [España] [Barcelona, Seix Barral, 1995] Novela;LLAMAZARES, JULIO;El río del olvido;1990;Novela;España;La vieja se ríe abiertamente, secundada por sus tres compañeras de costura. Es una mujer delgada, de facciones hermosas y piel extraordinariamente lisa, pese a que ya debe de andar por los setenta y muchos.;1990;si;si;no;imperfectivo;animado;;
674;1990 LÓPEZ DE AZCONA, JUAN MANUEL, «La Minería Hispana. Datos históricos»(Historia de la geología) [España] [, , ] Geología;LÓPEZ DE AZCONA, JUAN MANUEL;La Minería Hispana. Datos históricos(Historia de la geología);1990;Geología;España;La hornaguera se conoce por la humanidad desde los tiempos más antiguos. Existen en el A.G. de Simancas documentos del XV, donde destaca la deforestación producida por herrerías y fundiciones y la necesidad de utilizar otro combustible. Por una R.C. de Felipe II (1621) se dispone la explotación de Villanueva del Rio y por otra R.C. de Felipe III (1628) la de la Villa de Olvega. En 1742 se concede permiso por Felipe V a Juan de Ledis para beneficiar el carbón de Villanueva del Rio.;1990;no;;;;;;
675;1990 LUCA DE TENA, MARÍA LUISA, Un millón por una rosa [España] [Madrid, SGAE, 1992] Teatro;LUCA DE TENA, MARÍA LUISA;Un millón por una rosa;1990;Teatro;España;Los dos se ríen francamente sin dejar de mirarse y en ese momento entra Silvia..., se detiene en el umbral, contrariada. Luego avanza resuelta hacia ellos. Besa distraídamente a su cuñado en la mejilla y se dirige a Patricia con marcada frialdad.;1990;si;si;no;imperfectivo;animado;;
676;1990 MÁRQUEZ, JORGE, Hernán Cortés [España] [Madrid, Fundamentos, 1990] Teatro;MÁRQUEZ, JORGE;Hernán Cortés;1990;Teatro;España;"MARQUÉS Y huido, conde; vencido y huido. (Ríen. Se sienta, no sin dificultad, entre el vizconde y el barón.)Definitivamente, este viejo esqueleto mío y yo no conseguimos ponernos de acuerdo en la edad, y parece que he de terminar por darle la razón.";1990;si;no;no;imperfectivo;animado;;
677;1990 MÁRQUEZ, JORGE, Mientras que Némesis duerme [España] [Madrid, Fundamentos, 1990] Teatro;MÁRQUEZ, JORGE;Mientras que Némesis duerme;1990;Teatro;España;EL REY (Levantándose, se vuelve.)¿De qué os reís, malnacidos, en este momento de contrición, oración y devoción? (Siguen riendo, aunque reprimidos.)¡Callaos! ¡Callaos o mando cortaros la cabeza! (Súbito silencio: todo el mundo serio.)¡Arias! ¿Es que produce risa mi latín?;1990;si;si;si;imperfectivo;animado;;
678;1990 MARTÍNEZ BALLESTEROS, ANTONIO, Pisito clandestino [España] [Madrid, SGAE, 1992] Teatro;MARTÍNEZ BALLESTEROS, ANTONIO;Pisito clandestino;1990;Teatro;España;LOLI Sí, tú ríete, pero si no ha sido Pepe habrá sido otro. Alguien se ha pegado esta noche un talegazo con el coche. Ya te digo que mis sueños son como profecías.;1990;si;si;no;imperfectivo;animado;;
679;1990 MENDIZÁBAL, RAFAEL, De cómo Antoñito López, natural de Játiva, subió a los cielos [España] [Madrid, Marsó-Velasco, 1991] Teatro;MENDIZÁBAL, RAFAEL;De cómo Antoñito López, natural de Játiva, subió a los cielos;1990;Teatro;España;ANTOÑITO.— Os quiero mucho, pero tenéis que comprenderme. He intentado hacer el bien, y no me han dejado. ¿Preferís que sufra viendo cómo se burlan? Y también se reirían de vosotros.;1990;si;si;si;imperfectivo;animado;;
680;1990 MENDIZÁBAL, RAFAEL, La abuela echa humo [España] [Madrid, Marsó-Velasco, 1991] Teatro;MENDIZÁBAL, RAFAEL;La abuela echa humo;1990;Teatro;España;JULITA.— (Se ríe a carcajadas.) Eso tiene gracia.;1990;si;si;no;imperfectivo;animado;;
681;1990 MONCADA, SANTIAGO, El hombre del Taj Mahal [España] [Madrid, SGAE, 1993] Teatro;MONCADA, SANTIAGO;El hombre del Taj Mahal;1990;Teatro;España;EDUARDO ¡Qué sorpresa! ¡Eres capaz de reír!;1990;si;no;no;infinitivo;animado;;
682;1990 NIEVA, FRANCISCO, El baile de los ardientes o poderoso Cabriconde [España] [Toledo, Junta Castilla la Mancha, 1991] Teatro;NIEVA, FRANCISCO;El baile de los ardientes o poderoso Cabriconde;1990;Teatro;España;CAMBICIO Y ¡qué me importan! No pienso verlas reír ni llorar. Estoy decidido a no casarme.;1990;si;no;no;infinitivo;animado;;
683;1990 PEDRAZA, PILAR, La Pequeña Pasión [España] [Barcelona, Tusquets, 1990] Novela;PEDRAZA, PILAR;La Pequeña Pasión;1990;Novela;España;Se reía mucho y también despotricaba ferozmente, sobre todo contra lo que consideraba el vicio supremo: la mentecatez. Su rostro lleno de alma jamás ofreció un aspecto inerte. Y pese a sus ideas sobre las excelencias del amor de los efebos, su imagen y sus ademanes poseían una virilidad rotunda. Su cuerpo tenía un protagonismo en su vida;1990;si;si;no;imperfectivo;animado;;
684;1990 PEDRERO, PALOMA, Noches de amor efímero [España] [Madrid, Marsó-Velasco, 1992] Teatro;PEDRERO, PALOMA;Noches de amor efímero;1990;Teatro;España;FERNANDO Me has asustado. (Yolanda ríe.) A mí no me ha hecho ninguna gracia.;1990;si;no;no;imperfectivo;animado;;
685;1990 POMBO, ÁLVARO, El metro de platino iridiado [España] [Barcelona, Anagrama, 1993] Novela;POMBO, ÁLVARO;El metro de platino iridiado;1990;Novela;España;sólo por varios floreros de distintos tamaños atestados de gigantescas ramas verdes. El hijo del portero, en camiseta, en jarras y con la cabeza ladeada, contemplaba pensativo el caos. Tía Eugenia, instalada en lo alto de una escalerilla de mano, se abanicaba con un gran abanico de rosas y manolas. Virginia, sin parar de reír, se felicitó pensando que la despedida de soltera comenzaba exactamente como había previsto. Entre todos, incluida la colaboración de la nueva doncella, devolvieron los muebles a sus sitios. Les dieron las seis de la tarde a los cinco bebiendo vasos de sangría en la cocina. «¡Que digo que qué lástima»,;1990;si;no;no;infinitivo;animado;no_reflexiva;
686;1990 REINA, MARÍA MANUELA, Reflejos con cenizas [España] [Madrid, Marsó-Velasco, 1992] Teatro;REINA, MARÍA MANUELA;Reflejos con cenizas;1990;Teatro;España;LUIS (Ríe.) Mi frágil y cariñosísima esposa...;1990;si;no;no;imperfectivo;animado;;
687;1990 RICO GODOY, CARMEN, Cómo ser una mujer y no morir en el intento [España] [Madrid, Ediciones Temas de Hoy, 1995] Novela;RICO GODOY, CARMEN;Cómo ser una mujer y no morir en el intento;1990;Novela;España;Los hombres se ríen mucho de esa frase que las mujeres decimos todo el rato. Nunca hablamos tan sinceramente como cuando decimos «NO SE QUE PONERME». Ellos no lo entienden, pero no porque sea muy difícil sino porque nunca se han puesto a ello. El problema no es, como los hombres piensan, que sólo nos vestimos;1990;si;si;si;imperfectivo;animado;;
688;1990 SALARRULLANA, PILAR, Las sectas [España] [Madrid, Temas de hoy, 1993] Sociología;SALARRULLANA, PILAR;Las sectas;1990;Sociología;España;Algunas veces, pocas, me contaban casos ante los que no podía dejar de reír. Recuerdo a Anselmo, que vino todo nervioso a pedirme que le ayudara a recuperar a su novia «porque se la habían secuestrado unas monjas sectarias».;1990;si;no;no;infinitivo;animado;no_reflexiva;
689;1990 SÁNCHEZ DRAGÓ, FERNANDO, El camino del corazón [España] [Barcelona, Planeta, 1993] Novela;SÁNCHEZ DRAGÓ, FERNANDO;El camino del corazón;1990;Novela;España;Se rieron.;1990;si;si;no;perfectivo;animado;;
690;1990 SIERRA, MIGUEL, Palomas intrépidas [España] [Madrid, SGAE, 1993] Teatro;SIERRA, MIGUEL;Palomas intrépidas;1990;Teatro;España;", estoy agotado, estoy enfermo. Tengo que elegir entre ella y mi salud."" Y eligió su salud, lógico. Desde entonces sólo ha tenido miniaventuras. Muchas, eso sí, porque sabe coquetear, es atractiva. Atractiva, pero ciega. Ciega perdida. ¡La de animales que ha matado conduciendo! (Ríe recordando) ¡El día de la cabra! Atropelló una cabra y dijo: ""Un gato, he cogido un gato."" Y se quedó tan pancha. (Bebe) Uf, qué sofoco, qué sofoco tengo. (Se acerca a la puerta del dormitorio y murmura) ¡Fresca! Está acostada con";1990;si;no;no;imperfectivo;animado;;
691;1990 TRÍAS, CARLOS, El encuentro [España] [Barcelona, Tusquets, 1990] Novela;TRÍAS, CARLOS;El encuentro;1990;Novela;España;Le pregunté si Hermenegildo estaba enfermo y ella me miro sorprendida. ¿Enfermo el español? Se echó a reír. Algunas mañanas le había visto un poco pálido, pero no hacía falta ser un lince para adivinar el origen del mal: estaba solo y necesitaba distraerse. Lo dijo mirándome de reojo y con cierto tono de reproche, como si yo fuera la responsable de su soledad. Comprendí que por ese camino no sacaría nada en;1990;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
692;1991 ALBARRACÍN, JESÚS, La economía de mercado [España] [Madrid, Trotta, 1994] Economía y hacienda;ALBARRACÍN, JESÚS;La economía de mercado;1991;Economía y hacienda;España;La utilidad de un bien será muy diferente de unos individuos a otros. Es posible, además, que no se pueda medir directamente. Pero el comportamiento de la mayo:ría de los individuos con respecto a la mayoría de los bienes será tal y como se ha descrito antes. El hecho de que existan bienes, como la droga, que tengan una utilidad marginal creciente, tampoco plantea ningún problema, pues basta con estudiarlos específicamente con el mismo método, pero considerando sus características peculiares. El valor de uso,;1991;no;;;;;;
693;1991 ALBENTOSA SÁNCHEZ, LUIS, El clima y las aguas [España] [Madrid, Síntesis, 1991] Meteorología;ALBENTOSA SÁNCHEZ, LUIS;El clima y las aguas;1991;Meteorología;España;Las nieblas de advección se forman en las regiones abiertas a la influencia marítima y los valles fluviales. El proceso de formación es doble: contacto de una masa de aire cálido y húmedo con un sustrato frío o advección de aire frío sobre un sustrato más cálido y con un elevado índice de humedad —embalse, río, etc—. En ambos casos se llega al punto de rocío y se produce la condensación de la humedad contenida en el aire. Un proceso menos frecuente consiste en la mezcla de aire cálido y húmedo con aire frío estancado, con lo que se provoca también la condensación.;1991;no;;;;;;
694;1991 ALFAYA, JAVIER, El traidor melancólico [España] [Madrid, Alfaguara, 1991] Relatos;ALFAYA, JAVIER;El traidor melancólico;1991;Relatos;España;una taberna de los soportales, en el puerto, no quiso hacer caso de las señales. Pero no se equivocaba. En una mesa próxima había un grupo de muchachos con un hombre mayor, elegante y pulido. Tal vez un poco excesivamente elegante y pulido, rozando la afectación. Hablaban en voz alta, se hacían bromas, reían, miraban con cierto descaro a los otros clientes, que parecían conocerles y no hacerles mayor caso. Uno del grupo, un muchacho de ojos suaves y brillantes, se fijó en Gerda y Golo y dio con el codo al hombre mayor, que se inclinó, solícito, hacia él. El chico le dijo algo;1991;si;no;no;imperfectivo;animado;;
695;1991 ALONSO MILLÁN, JUAN JOSÉ, Oportunidad:bonito chalet familiar [España] [Madrid, SGAE, 1992] Teatro;ALONSO MILLÁN, JUAN JOSÉ;Oportunidad:bonito chalet familiar;1991;Teatro;España;PILAR (Ríe contínuamente, sin motivo aparente) ¡No...!, ¡por favor! ¡Resulta tronchante...! ¡Es que hay que echarle un cuerpo a la vida, que es demasiado...! ¡No, vaya pasada...! ¡Por eso yo, ante la falta de cultura corto y en paz...! Además de verdad;1991;si;no;no;imperfectivo;animado;;
696;1991 ALONSO MILLÁN, JUAN JOSÉ, Pasarse de la raya [España] [Madrid, SGAE, 1993] Teatro;ALONSO MILLÁN, JUAN JOSÉ;Pasarse de la raya;1991;Teatro;España;. Estaba de las cursiladas de mi mujer hasta aquí. ¡Y mira lo que hago con el Sevres...! (Coge el jarrón) ¿Lo ves? (Lo tira al suelo rompiéndolo) Pues ya no existe... ¡Soy libre...! Libre... Me he liberado de estas porquerías... (Bebe y ríe como un loco) ¡Tengo unas ganas de que llegue el lunes, que no te puedes imaginar...! (Ríe) La cara que va a poner mi mujer, cuando vea este panorama. (Ríe y bebe) Y cuando pregunte por el jarrón de Sevres... ¡Toma jarrón de Sevres! ¡Por;1991;si;no;no;imperfectivo;animado;;
697;1991 ALONSO, EDUARDO, Flor de Jacarandá [España] [Barcelona, Muchnik, 1991] Novela;ALONSO, EDUARDO;Flor de Jacarandá;1991;Novela;España;Madrid —Atocha, el Prado, el Retiro—, estuvo a punto de sentirse celoso de no ser doblemente ridículos los celos, pues un cortejador era por naturaleza un celoso teórico y constante, pero era una necedad que los inspirara un caponcillo desgarbado y con voz desafinada de flauta. No pudo entender por qué los dos se reían comiendo unas pastas en la confitería La Espiga de Oro, ni otras niñerías. Don Félix se sentía humillado. Su papel parecía el de un tutor de muchachos díscolos, o, peor aún, de carabina, oficio de rodrigonas.;1991;si;si;no;imperfectivo;animado;;
698;1991 ALOU, DAMIÁN, Una modesta aportación a la historia del crimen [España] [Barcelona, Anagrama, 1991] Novela;ALOU, DAMIÁN;Una modesta aportación a la historia del crimen;1991;Novela;España;Los dos nos reímos de buena gana. Más vale tener un padre criminal que un padre Pato, pensé para mis adentros.;1991;si;si;no;imperfectivo;animado;;
699;1991 ANÓNIMO, Cómo resolver los pequeños conflictos en el trabajo [España] [Bilbao, Deusto, 1991] Empresa;ANÓNIMO;Cómo resolver los pequeños conflictos en el trabajo;1991;Empresa;España;"— ¡Qué bonita ocasión para una disputas!; ¿no es cierto?, musita Miguel, el responsable de publicidad. ¡El jefe se debe de estar riendo lo suyo pensando en nuestra discusión!";1991;si;si;no;gerundio;animado;no_reflexiva;
700;1991 ARIAS, MARIANO, El silencio de las palabras [España] [Barcelona, Destino, 1991] Novela;ARIAS, MARIANO;El silencio de las palabras;1991;Novela;España;Giovanni sonrió mordazmente enseñando los dientes. Francis ríe de buena gana mientras María se desternilla de risa y la pareja del fondo lanza miradas furtivas de manifiesta incredulidad.;1991;si;no;no;imperfectivo;animado;;
701;1991 BELBEL, SERGI, Elsa Schneider [España] [Madrid, Centro de Documentación Teatral, 1991] Teatro;BELBEL, SERGI;Elsa Schneider;1991;Teatro;España;?, lo encuentro extraño, más relajado, por qué mueve los labios de esa manera? ¿Que eso no solucionará el futuro de papá? ¿Y yo estoy sonriendo?) Sí, sí, sí, señor Von Dorsday, papá tendrá muchos más juicios después. Además yo hablaré seriamente con él. No, no se ría, señor Von Dorsday (Sí, sí, ríase, ríase más, sí, continúe hablando ahora que está tan cómodo... Sí, ya le tiembla la voz, le vibra la voz, ¡qué asco cuando a los hombres les vibra la voz, ¡qué asco! ¡A todos les pasa lo mismo!;1991;si;si;no;imperfectivo;animado;;
702;1991 CEREZALES, AGUSTÍN, Escaleras en el limbo [España] [Barcelona, Lumen, 1991] Relatos;CEREZALES, AGUSTÍN;Escaleras en el limbo;1991;Relatos;España;Bujarin traga mal el humo y empieza a toser y reír al mismo tiempo. Cuando se calma, repara por fin en el bedel, que lleva un rato esperando en la puerta, y que aprovecha para dar un paso al frente:;1991;si;no;no;infinitivo;animado;no_reflexiva;
