BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1805 ZAVALA Y ZAMORA, GASPAR, La Eumenia o La madrileña, teatro moral [España] [Guillermo Carnero, Barcelona, Universidad de Alicante. Sirmio, 1992] Novela;ZAVALA Y ZAMORA, GASPAR;La Eumenia o La madrileña, teatro moral;1805;Novela;España;"le estáis gozando; porque era justo que fuera venturosa  la que hizo a tantos felices». La pura y general alegría de aquellas sinceras gentes se desahogó en festivos juegos, danzas y otros rústicos festejos. Resonaban en los hondos valles y huecas peñas las suaves y acordadas canciones que entonaban las zagalas; y hasta los regocijados viejos, alternando con los mozos en los sencillos coros, cantaban a los esposos...";no;;;;;;
c1806 JOVELLANOS, GASPAR MELCHOR DE, Descripción del castillo de Bellver [España] [José Caso González, Madrid, Castalia, 1970] Turismo;JOVELLANOS, GASPAR MELCHOR DE;Descripción del castillo de Bellver;c1806;Turismo;España;En toda la tarde y por todas partes reina el más vivo y al mismo tiempo el más pacífico y honesto regocijo. Que también en esto es señalado y laudable el buen pueblo mallorquín, pues, que manifestando en sus diversiones la alegría más exaltada y bulliciosa, nunca o rarísima vez da en ellas aquellos ejemplos de desacato, disolución y discordia, que por desgracia turban y hacen amargas las de algunos otros países. A la de;no;;;;;;
1828 LARRA, MARIANO JOSÉ DE, «El café»(Fígaro. Colección de artículos dramáticos, literarios y de costumbres) [España] [Barcelona, Crítica, 2000] Educación;LARRA, MARIANO JOSÉ DE;El café(Fígaro. Colección de artículos dramáticos, literarios y de costumbres);1828;Educación;España;"vea usted que el deseo mismo me hizo consentir en que sería alguna medicina para algún mal de las mujeres; de modo que me puse tan contento, creyendo haber encontrado la piedra filosofal, y sin leer más, ni dónde se vendía siquiera, pensando hallarlo en los cafés, me dirigí al primero que encontré, interiormente regocijado de ver los adelantos que hace la Medicina; pregunté por un té que acababa de descubrirse, exclusivamente para las señoras; respondióme el mozo: «Señor, yo le sacaré a usted té; pero hasta la presente, el que tenemos en estas casas puede servir, y ha servido siempre, para señoras y para";no;;;;;;
1834 LARRA, MARIANO JOSÉ DE, El doncel de don Enrique el Doliente [España] [Alicante, Universidad de Alicante, 2003] Novela;LARRA, MARIANO JOSÉ DE;El doncel de don Enrique el Doliente;1834;Novela;España;"Inclinóse Alvar, y nuestros tres predilectos personajes salieron silenciosamente a la galería; regocijado Ferrus de verse libre, en poder de su señor legítimo, y disipado ya el nublado que sobre su cabeza tronaba desde la noche anterior; disimulando Hernán la risa que en el cuerpo le retozaba al recordar a sangre fría el chasco inesperado y mohíno por demás el desairado conde, a cuya imaginación se agolpaba, entre otros peligrosos";no;;;;;;
1834 LARRA, MARIANO JOSÉ DE, El doncel de don Enrique el Doliente [España] [Alicante, Universidad de Alicante, 2003] Novela;LARRA, MARIANO JOSÉ DE;El doncel de don Enrique el Doliente;1834;Novela;España;"Con feroz expresión de alegría llegó Abenzarsal a noticiar al conde de Cangas y Tineo el funesto resultado de su bien combinada intriga; gran parte había tenido en ella la casualidad; pero ni creyó oportuno declarárselo así al conde ni acaso lo creería él mismo. Regocijóse mucho don Enrique de Villena al principio de su narración, pero fue oscureciendo su rostro una nube de descontento cuando, llegando al desenlace de la escena referida en nuestro anterior capítulo, calculó que a la hora en que él estaba escuchando tranquilamente de boca del empedernido viejo la horrible maquinación, ésta podría estar costándole la";si;si;no;perfectivo;animado;;Considero que el de va con principio
1834 LARRA, MARIANO JOSÉ DE, El doncel de don Enrique el Doliente [España] [Alicante, Universidad de Alicante, 2003] Novela;LARRA, MARIANO JOSÉ DE;El doncel de don Enrique el Doliente;1834;Novela;España;"Regocijábanse en tanto secretamente aquellos dos intrigantes del feliz éxito de su manejo; sobre todo Villena, que había conseguido llevar a cabo su proyecto sin necesidad de cargar su conciencia con el peso de sangre ajena; descansando en la vigilancia de su emancipado juglar y en la fortaleza de su castillo, lleno todo de gentes a";si;si;de;imperfectivo;animado;;
1836 LARRA, MARIANO JOSÉ DE, «Los barateros, o el desafío y la pena de muerte»(Fígaro. Colección de artículos dramáticos, literarios y de costumbres) [España] [Barcelona, Crítica, 2000] Educación;LARRA, MARIANO JOSÉ DE;Los barateros, o el desafío y la pena de muerte(Fígaro. Colección de artículos dramáticos, literarios y de costumbres);1836;Educación;España;"Era uno de los días del mes de marzo; multitud de acusados llenaban los calabozos; los patios de la cárcel se devolvían las estrepitosas carcajadas, desquite de la desgracia, o máscara violenta de la conciencia; las soeces maldiciones y blasfemias, desahogo de la impotencia, y los sarcásticos estribillos de torpes cantares, regocijo del crimen y del impudor. El juego, alimento de corazones ociosos y ávidos de acción, devoraba la existencia de los corrillos; el juego, nutrición terrible de las pasiones vehementes, cuyo desenlace fatídico y misterioso se presenta halagüeño, más que en ninguna parte, en la cárcel, donde tanta influencia tiene";no;;;;;;
1839 BLANCO WHITE, JOSÉ MARÍA, «Diálogo a la vista de una muerte al parecer, inevitable»(Obra poética completa) [España] [Madrid, Visor, 1994] Verso;BLANCO WHITE, JOSÉ MARÍA;Diálogo a la vista de una muerte al parecer, inevitable(Obra poética completa);1839;Verso;España;fortaleza, Te prestan el encanto Con que en tu rostro amable Obtiene omnipotencia el tierno llanto. ¿Y qué? ¿Perecerán? Tanta hermosura, Tan blandos miembros, ¿servirán de pasto A ese enjambre de peces, Del buque entre las heces? Ved cuál triscando por el campo vasto Del mar, regocijado en su bravura, El tiburón inmundo se apresura. Mas ¿quién gritó de la elevada antena? ¿Es error, oh gran Dios, o el mensajero De salvación, desde tu trono alzado Entre las nubes descendió ligero? ¡Ah, que otra vez resuena La misma voz! —«Un buque, al;no;;;;;;
1842-1851 MESONERO ROMANOS, RAMÓN DE, Escenas y tipos matritenses [España] [Enrique Rubio Cremades, Madrid, Cátedra, 1993] Relatos;MESONERO ROMANOS, RAMÓN DE;Escenas y tipos matritenses;1842-1851;Relatos;España;«Gracias, amigo» —dijo a este tiempo una aguardentosa voz, escapada de una como cabeza que asomó envuelta en un gorro como verde por el ventanillo de la tienda. Y tras esto una mano amiga pasó por el mismo conducto un vaso de Cariñena * que hizo regocijar al buen Alfonso, el defensor del orden público y de los derechos conyugales.;si;no;;;;causativa;interesante
1842-1851 MESONERO ROMANOS, RAMÓN DE, Escenas y tipos matritenses [España] [Enrique Rubio Cremades, Madrid, Cátedra, 1993] Relatos;MESONERO ROMANOS, RAMÓN DE;Escenas y tipos matritenses;1842-1851;Relatos;España;"del personaje por mil lenguas entusiastas o comanditarias. Por cuanto a la sazón la dicha provincia suele hallarse ocupada en procurarse un padre que la defienda por tres años en el Congreso nacional de esta corte, como dicen los ciegos papeleros. ¡Qué mejor ocasión! Hínchanse con el nombre del joven candidato las urnas electorales; vótanle regocijados como patrono aquellos que le auxiliaron con algunos realejos para venir a darse en espectáculo a los heroicos vecinos de Madrid; admiran y encomian su improvisado talento los mismos que ha poco tiempo le negaban hasta el sentido común; dispútansele y le proclaman los propios parientes y amigos que antes no hallaban ocasión para echarle de sí.";no;;;;;;
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;El Señor de Bembibre;1844;Novela;España;Ama y criada se apartaron entonces con precipitación y don Álvaro, después de haberlas seguido con los ojos, se escondió de nuevo. A poco rato las campanas del monasterio tocaron a la oración matutina con regocijados sonidos, y el sacristán abrió las puertas de la iglesia dirigiéndose a la sacristía, por manera que don Álvaro pudo salir  sin ser visto. Encaminóse luego precipitadamente al monte, donde Millán había pasado la noche con los caballos, y montando en ellos, por sendas y veredas excusadas llegaron prontamente a Bembibre.;no;;;;;;
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;El Señor de Bembibre;1844;Novela;España;— ¿Es la luz de la luna?... pero yo no la veo en las ondas del río... ¡Tampoco la dicha baja del cielo para  regocijar nuestros corazones!;transitivo;;;;;;
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;El Señor de Bembibre;1844;Novela;España;sus hijos, le habían proporcionado momentos de reposo y aun de felicidad. ¿Quién puede adivinar lo que pasa en el corazón, ni quién sería bastante audaz para asegurar que apagadas las terribles llamaradas de la juventud, su hija no acabase por agradecer la solicitud de su padre, consolándose como ella se había consolado y regocijándose por último de dejar a sus descendientes un nombre ilustre y las riquezas que siempre lo realzan? El mal concepto que en un principio había formado del conde se había ido desvaneciendo, gracias a la perseverancia, artificio y destreza de su conducta, y la buena señora juzgaba que lo mismo debería acontecer a su hija.;si;si;de;imperfectivo;animado;;
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;El Señor de Bembibre;1844;Novela;España;a sostener su poder ya vacilante. Saldaña, que por motivos de delicadeza y rigorosa justicia se había negado a aceptar la palabra de don Álvaro, viéndole ahora persistir en su propósito, no cabía en sí de gozo. Su alma sombría y ambiciosa, más y más exaltada con los riesgos que cercaban a su religión, se regocijaba no sólo por los triunfos que le predecía la entrada de un campeón tan valeroso como leal, si no porque en su pasión por aquel joven tan noble y sin ventura, se había propuesto colocarle en un trono de gloria y hacerle olvidar, si posible fuera, sus pasados sinsabores a fuerza de triunfos, honores y respetos.;si;si;por;imperfectivo;animado;;alma = animado?
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;El Señor de Bembibre;1844;Novela;España;". Las colgaduras negras estaban recogidas y los altares todos resplandecían con infinitas antorchas; el aire estaba embalsamado con delicado incienso que en vagos e inciertos festones se perdía entre los arcos y columnas; y los caballeros todos tenían en las manos velas blanquísimas de cera encendidas. En cuanto descubrieron a don Álvaro, entonaron todos en voces regocijadas y altísimas el salmo Magnificat anima mea Dominum * durante el cual, conducido por sus padrinos, fue abrazando a todos sus hermanos y recibiendo de ellos el ósculo de paz y fraternidad. Concluido este acto, aproximaron todos en orden sus sitiales al trono del maestre, dejando en medio a don Álvaro, que de pie";no;;;;;;
1847 ESTÉBANEZ CALDERÓN, SERAFÍN, Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario [España] [Alberto González Troyano, Madrid, Cátedra, 1985] Relatos;ESTÉBANEZ CALDERÓN, SERAFÍN;Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario;1847;Relatos;España;, sacó del bolsillo interior de su levitón una caja que encerraba el retrato de más diestro pincel y de más linda mujer que idearse puede. Si aquel era el retrato de la Caramba, y a tales rasgos era razón añadir la vida y la intención que presta siempre a la fisonomía la inteligencia femenil y el regocije de la vida del teatro, es indudable que la Caramba fue una mujer celestial. Bien lo demostraba así la profunda impresión que de su hermosura conservaba la memoria de mi buen interlocutor. *;no;;;;;;
1847 ESTÉBANEZ CALDERÓN, SERAFÍN, Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario [España] [Alberto González Troyano, Madrid, Cátedra, 1985] Relatos;ESTÉBANEZ CALDERÓN, SERAFÍN;Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario;1847;Relatos;España;"desde Sierra Morena hasta las playas de Tarifa y Málaga, el universo mundo se conmueve para asistir a la famosa feria. Los caminos se cubren de feriantes que llevan su poca o mucha hacienda al alegre mercado de la Andalucía, de tratantes de toda especie que van allá a buscar su provecho y ganancia, de curiosos regocijados que van a vivir en éxtasis y por vapor * tres días en aquel centro de vida y de nuevas variadas sensaciones; todo es gloria, todo esperanzas, como la víspera de una boda.";no;;;;;;
1847 ESTÉBANEZ CALDERÓN, SERAFÍN, Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario [España] [Alberto González Troyano, Madrid, Cátedra, 1985] Relatos;ESTÉBANEZ CALDERÓN, SERAFÍN;Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario;1847;Relatos;España;y no enterarse, de enterarse y olvidarlo todo a la media hora, como si una esponja hubiese pasado húmeda por el encerado de su memoria o imaginativa. Su encumbramiento al pontificado de provincia lo debió a cierta aventura, que, aunque relatada parece fría, a haberla presenciado, era cosa de voluptuoso y exquisitísimo regocijo. Fue, pues, el caso que el ministro, queriendo mirarse como en un espejo en las cualidades negativas de nuestro reciente conocimiento, lo tenía cerca de sí y en su propio gabinete, para llevarle la correspondencia reservada y la confidencial de sus pecadillos y fragilidades. Cierto día, en aquel gabinete reservado se introdujo;no;;;;;;
